idSiniestro,NumVictimas,Anio,Mes,Dia,H,LugarHecho,TipoDeCalle,Calle,Cruce,Comuna,PosX,PosY,Participantes,Victima,Acusado,DiaSemana,Rol,Sexo,Edad,FechaFallecimiento,RangoHorario,Semestre
2019-0036,1,2019,Abril,26,22.0,RIGLOS Y FORMOSA,CALLE,RIGLOS,Con Cruce,6,-58.43680440,-34.62147504,MOTO-AUTO,MOTO,AUTO,Viernes,CONDUCTOR,MASCULINO,34.0,2019-05-02 00:00:00,noche,1
2019-0037,1,2019,Mayo,1,23.0,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,LA RIOJA,Con Cruce,3,-58.40778291,-34.61971907,MOTO-AUTO,MOTO,AUTO,Miércoles,CONDUCTOR,MASCULINO,17.0,2019-05-01 00:00:00,noche,1
2019-0038,1,2019,Mayo,4,14.0,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,"UDAONDO, GUILLERMO AV.",Con Cruce,13,-58.45212523,-34.54628513,PEATON-MOTO,PEATON,MOTO,Sábado,PEATON,FEMENINO,42.0,2019-05-05 00:00:00,tarde,1
2019-0039,1,2019,Mayo,9,3.0,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,Con Cruce,7,-58.46749188,-34.63551751,MOTO-AUTO,MOTO,AUTO,Jueves,CONDUCTOR,MASCULINO,28.0,2019-05-09 00:00:00,madrugada,1
2019-0041,1,2019,Mayo,11,20.0,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Con Cruce,9,-58.51140289,-34.65846419,MULTIPLE,AUTO,MULTIPLE,Sábado,PASAJERO_ACOMPAÑANTE,FEMENINO,78.0,2019-05-11 00:00:00,noche,1
2019-0042,1,2019,Mayo,14,15.0,LIMA Y CONSTITUCION,CALLE,LIMA,Con Cruce,1,-58.38211431,-34.62465368,PEATON-PASAJEROS,PEATON,PASAJEROS,Martes,PEATON,MASCULINO,39.0,2019-05-14 00:00:00,tarde,1
2019-0043,1,2019,Mayo,21,9.0,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,CORDOBA AV.,Con Cruce,1,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS,Martes,CICLISTA,FEMENINO,42.0,2019-05-21 00:00:00,mañana,1
2019-0044,1,2019,Mayo,27,12.0,BOEDO AV. 650,AVENIDA,BOEDO AV.,Sin Cruce,5,-58.41635217,-34.62036547,PEATON-MOTO,PEATON,MOTO,Lunes,PEATON,FEMENINO,77.0,2019-05-29 00:00:00,tarde,1
2019-0045,1,2019,Junio,3,7.0,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,AVENIDA,DEL LIBERTADOR AV.,Con Cruce,14,-58.41316147,-34.57579669,MOTO-CARGAS,MOTO,CARGAS,Lunes,CONDUCTOR,MASCULINO,33.0,2019-06-03 00:00:00,mañana,1
2019-0046,1,2019,Junio,4,9.0,GRAL PAZ Y CABILDO,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,13,-58.47617802,-34.53825652,MOTO-AUTO,MOTO,AUTO,Martes,PASAJERO_ACOMPAÑANTE,FEMENINO,26.0,2019-06-04 00:00:00,mañana,1
2019-0047,1,2019,Junio,6,10.0,CASEROS AV. 1700,AVENIDA,CASEROS AV.,Sin Cruce,4,-58.38641783,-34.63330028,PEATON-CARGAS,PEATON,CARGAS,Jueves,PEATON,MASCULINO,76.0,2019-06-06 00:00:00,mañana,1
2019-0048,1,2019,Junio,7,7.0,AVELLANEDA AV. 1548,AVENIDA,AVELLANEDA AV.,Sin Cruce,6,-58.45322169,-34.62038137,MOTO-CARGAS,MOTO,CARGAS,Viernes,CONDUCTOR,MASCULINO,32.0,2019-06-07 00:00:00,mañana,1
2019-0049,1,2019,Junio,8,9.0,CIUDAD DE LA PAZ Y MENDOZA,CALLE,CIUDAD DE LA PAZ,Con Cruce,13,-58.45849057,-34.56166498,PEATON-CARGAS,PEATON,CARGAS,Sábado,PEATON,FEMENINO,72.0,2019-06-09 00:00:00,mañana,1
2019-0050,1,2019,Junio,8,23.0,"SALGUERO, JERONIMO Y HONDURAS AV.",AVENIDA,"SALGUERO, JERONIMO",Con Cruce,14,-58.41829559,-34.59411677,MOTO-CARGAS,MOTO,CARGAS,Sábado,CONDUCTOR,MASCULINO,21.0,2019-06-09 00:00:00,noche,1
2019-0051,1,2019,Junio,11,10.0,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",CALLE,"FILIBERTO, JUAN DE DIOS",Con Cruce,4,-58.36376488,-34.63832093,MOTO-AUTO,MOTO,AUTO,Martes,CONDUCTOR,MASCULINO,41.0,2019-06-11 00:00:00,mañana,1
2019-0053,1,2019,Junio,14,17.0,ASTURIAS AV. Y CASTAÑARES AV.,AVENIDA,ASTURIAS AV.,Con Cruce,8,-58.46442668,-34.66004784,AUTO-AUTO,AUTO,AUTO,Viernes,PASAJERO_ACOMPAÑANTE,MASCULINO,49.0,2019-06-14 00:00:00,tarde,1
2019-0054,1,2019,Junio,20,3.0,GANDARA 2976,CALLE,GANDARA,Sin Cruce,15,-58.48222035,-34.58428769,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Jueves,CONDUCTOR,MASCULINO,21.0,2019-06-20 00:00:00,madrugada,1
2019-0055,1,2019,Junio,20,19.0,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",AVENIDA,"GUEVARA, TRINIDAD",Con Cruce,1,-58.36819005,-34.60283208,MOTO-PASAJEROS,MOTO,PASAJEROS,Jueves,CONDUCTOR,MASCULINO,47.0,2019-06-21 00:00:00,noche,1
2019-0056,1,2019,Junio,29,17.0,BOYACA AV. 305,AVENIDA,BOYACA AV.,Sin Cruce,7,-58.45877601,-34.62330939,PEATON-AUTO,PEATON,AUTO,Sábado,PEATON,FEMENINO,75.0,2019-06-29 00:00:00,tarde,1
2019-0057,1,2019,Julio,5,19.0,ARTILLEROS Y LA PAMPA,CALLE,ARTILLEROS,Con Cruce,13,-58.44196498,-34.55760517,PEATON-AUTO,PEATON,AUTO,Viernes,PEATON,FEMENINO,63.0,2019-07-08 00:00:00,noche,2
2019-0058,1,2019,Julio,10,9.0,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,AUTOPISTA,AUTOPISTA PERITO MORENO,Sin Cruce,10,-58.50622631,-34.63627822,MOTO-PASAJEROS,MOTO,PASAJEROS,Miércoles,CONDUCTOR,MASCULINO,39.0,2019-07-10 00:00:00,mañana,2
2019-0059,1,2019,Julio,13,22.0,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,CALLE,15 DE NOVIEMBRE DE 1889,Con Cruce,1,-58.38410880,-34.63099197,MOTO-PASAJEROS,MOTO,PASAJEROS,Sábado,CONDUCTOR,MASCULINO,30.0,2019-07-13 00:00:00,noche,2
2019-0060,1,2019,Julio,17,11.0,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",AVENIDA,"ACOSTA, MARIANO AV.",Con Cruce,10,-58.48100602,-34.63504312,PEATON-AUTO,PEATON,AUTO,Miércoles,PEATON,FEMENINO,78.0,2019-07-17 00:00:00,mañana,2
2019-0061,1,2019,Julio,17,18.0,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,CALLE,11 DE SEPTIEMBRE DE 1888,Con Cruce,13,-58.45200171,-34.55781320,PEATON-PASAJEROS,PEATON,PASAJEROS,Miércoles,PEATON,FEMENINO,58.0,2019-07-17 00:00:00,noche,2
2019-0062,1,2019,Agosto,1,23.0,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",AVENIDA,"PINO, VIRREY DEL",Con Cruce,13,-58.44462132,-34.56201105,PEATON-PASAJEROS,PEATON,PASAJEROS,Jueves,PEATON,FEMENINO,60.0,2019-08-02 00:00:00,noche,2
2019-0063,1,2019,Agosto,4,1.0,FOREST AV. Y MAURE,AVENIDA,FOREST AV.,Con Cruce,15,-58.45220688,-34.58711712,MOTO-PASAJEROS,MOTO,PASAJEROS,Domingo,PASAJERO_ACOMPAÑANTE,MASCULINO,42.0,2019-08-04 00:00:00,madrugada,2
2019-0064,1,2019,Agosto,6,3.0,"BOYACA AV. Y AVELLANEDA AV,",AVENIDA,BOYACA AV.,Con Cruce,7,-58.45962210,-34.62245140,MOTO-AUTO,MOTO,AUTO,Martes,CONDUCTOR,MASCULINO,20.0,2019-08-06 00:00:00,madrugada,2
2019-0065,1,2019,Agosto,8,16.0,BARCO CENTENERA DEL Y TILCARA,CALLE,BARCO CENTENERA DEL,Con Cruce,4,-58.41970850,-34.65414867,PEATON-PASAJEROS,PEATON,PASAJEROS,Jueves,PEATON,FEMENINO,55.0,2019-08-09 00:00:00,tarde,2
2019-0066,1,2019,Agosto,11,21.0,RIESTRA AV. Y BOLIVAR,AVENIDA,RIESTRA AV.,Con Cruce,7,-58.44187596,-34.64938031,PEATON-AUTO,PEATON,AUTO,Domingo,PEATON,MASCULINO,40.0,2019-08-11 00:00:00,noche,2
2019-0067,1,2019,Agosto,14,15.0,"CASTRO, EMILIO 4706",CALLE,"CASTRO, EMILIO",Sin Cruce,10,-58.49101637,-34.64276621,MOTO-CARGAS,MOTO,CARGAS,Miércoles,CONDUCTOR,MASCULINO,35.0,2019-08-14 00:00:00,tarde,2
2019-0068,1,2019,Agosto,14,17.0,27 DE FEBRERO AV. 5600,AVENIDA,27 DE FEBRERO AV.,Sin Cruce,8,-58.42493829,-34.66256502,MOTO-MOTO,MOTO,MOTO,Miércoles,CONDUCTOR,MASCULINO,53.0,2019-08-14 00:00:00,tarde,2
2019-0069,1,2019,Agosto,17,5.0,"GARAY, JUAN DE AV. 2874",AVENIDA,"GARAY, JUAN DE AV.",Sin Cruce,4,-58.40489318,-34.62930162,MOTO-AUTO,MOTO,AUTO,Sábado,CONDUCTOR,MASCULINO,43.0,2019-08-17 00:00:00,madrugada,2
2019-0070,1,2019,Agosto,22,12.0,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",Con Cruce,14,-58.42686680,-34.59217875,MOTO-BICICLETA,MOTO,BICICLETA,Jueves,CONDUCTOR,MASCULINO,25.0,2019-08-22 00:00:00,tarde,2
2019-0071,1,2019,Agosto,27,11.0,PRIMERA JUNTA Y OLIVERA AV.,AVENIDA,PRIMERA JUNTA,Con Cruce,9,-58.47961100,-34.65620398,PEATON-CARGAS,PEATON,CARGAS,Martes,PEATON,MASCULINO,42.0,2019-08-27 00:00:00,mañana,2
2019-0072,1,2019,Agosto,28,6.0,"ALBERDI, JUAN BAUTISTA AV. Y AZUL",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Con Cruce,10,-58.47439934,-34.63524207,AUTO-AUTO,AUTO,AUTO,Miércoles,CONDUCTOR,MASCULINO,22.0,2019-09-02 00:00:00,mañana,2
2019-0073,1,2019,Agosto,29,1.0,ALVAREZ THOMAS AV. 1788,AVENIDA,ALVAREZ THOMAS AV.,Sin Cruce,15,-58.46711912,-34.57926018,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Jueves,CONDUCTOR,MASCULINO,29.0,2019-09-06 00:00:00,madrugada,2
2019-0074,1,2019,Agosto,29,9.0,"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.",AUTOPISTA,"LUGONES, LEOPOLDO AV.",Con Cruce,13,-58.46514781,-34.53465378,MOTO-CARGAS,MOTO,CARGAS,Jueves,CONDUCTOR,MASCULINO,35.0,2019-08-29 00:00:00,mañana,2
2019-0075,1,2019,Agosto,30,23.0,SAN ANTONIO Y LUJAN,CALLE,SAN ANTONIO,Con Cruce,4,-58.37571078,-34.65584079,MOTO-PASAJEROS,MOTO,PASAJEROS,Viernes,CONDUCTOR,MASCULINO,31.0,2019-08-30 00:00:00,noche,2
2019-0076,1,2019,Septiembre,5,18.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA DON PEDRO DE MENDOZA AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Sin Cruce,4,-58.37157668,-34.65429986,MOTO-CARGAS,MOTO,CARGAS,Jueves,CONDUCTOR,FEMENINO,29.0,2019-09-05 00:00:00,noche,2
2019-0077,1,2019,Septiembre,8,3.0,"FIGUEROA ALCORTA, PRES. AV. Y TAGLE",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",Con Cruce,14,-58.39811256,-34.58070186,PEATON-AUTO,PEATON,AUTO,Domingo,PEATON,FEMENINO,28.0,2019-09-08 00:00:00,madrugada,2
2019-0078,1,2019,Septiembre,12,8.0,"EINSTEIN, ALBERTO Y ALCORTA, AMANCIO AV.",AVENIDA,"EINSTEIN, ALBERTO",Con Cruce,4,-58.41125934,-34.65417740,PEATON-CARGAS,PEATON,CARGAS,Jueves,PEATON,FEMENINO,72.0,2019-09-15 00:00:00,mañana,2
2019-0079,1,2019,Septiembre,17,5.0,AGRELO Y COLOMBRES,CALLE,AGRELO,Con Cruce,5,-58.41822901,-34.61866836,MOTO-PASAJEROS,MOTO,PASAJEROS,Martes,CONDUCTOR,MASCULINO,57.0,2019-09-17 00:00:00,madrugada,2
2019-0080,1,2019,Septiembre,17,18.0,"CABILDO AV. y PAZ, GRAL. AV.",AVENIDA,CABILDO AV.,Con Cruce,13,-58.47617802,-34.53825652,PEATON-MOTO,PEATON,MOTO,Martes,PEATON,MASCULINO,76.0,2019-09-17 00:00:00,noche,2
2019-0081,1,2019,Septiembre,23,16.0,ELCANO AV. 4300,AVENIDA,ELCANO AV.,Sin Cruce,15,-58.46141281,-34.58623761,PEATON-PASAJEROS,PEATON,PASAJEROS,Lunes,PEATON,MASCULINO,67.0,2019-10-07 00:00:00,tarde,2
2019-0082,1,2019,Septiembre,25,7.0,"RABANAL, FRANCISCO, INTENDENTE AV. 2428",AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",Sin Cruce,8,-58.42985146,-34.66119740,BICICLETA-CARGAS,BICICLETA,CARGAS,Miércoles,CICLISTA,MASCULINO,47.0,2019-09-25 00:00:00,mañana,2
2019-0083,1,2019,Septiembre,26,8.0,MONTE Y CORVALAN,CALLE,MONTE,Con Cruce,9,-58.48457413,-34.65839090,AUTO-AUTO,AUTO,AUTO,Jueves,CONDUCTOR,MASCULINO,73.0,2019-09-26 00:00:00,mañana,2
2019-0084,1,2019,Septiembre,27,11.0,TANDIL Y LA FUENTE,CALLE,TANDIL,Con Cruce,7,-58.46572884,-34.63628186,BICICLETA-CARGAS,BICICLETA,CARGAS,Viernes,CICLISTA,FEMENINO,40.0,2019-09-27 00:00:00,mañana,2
2019-0085,1,2019,Octubre,9,22.0,CARDOSO Y BACACAY,CALLE,CARDOSO,Con Cruce,10,-58.49261744,-34.63419130,BICICLETA-TREN,BICICLETA,TREN,Miércoles,CICLISTA,MASCULINO,20.0,2019-10-09 00:00:00,noche,2
2019-0086,1,2019,Octubre,15,14.0,CORRIENTES AV. 6700,AVENIDA,CORRIENTES AV.,Sin Cruce,15,-58.45283186,-34.58841560,MOTO-PASAJEROS,MOTO,PASAJEROS,Martes,CONDUCTOR,MASCULINO,29.0,2019-10-15 00:00:00,tarde,2
2019-0087,1,2019,Octubre,21,21.0,ALVAREZ THOMAS AV. Y MENDOZA,AVENIDA,ALVAREZ THOMAS AV.,Con Cruce,12,-58.47973681,-34.57418656,MOTO-MOTO,MOTO,MOTO,Lunes,CONDUCTOR,MASCULINO,41.0,2019-10-21 00:00:00,noche,2
2019-0088,1,2019,Octubre,22,20.0,"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO",AVENIDA,"ALCORTA, AMANCIO AV.",Con Cruce,4,-58.40623949,-34.65076549,PEATON-PASAJEROS,PEATON,PASAJEROS,Martes,PEATON,MASCULINO,27.0,2019-10-22 00:00:00,noche,2
2019-0089,1,2019,Octubre,23,15.0,"BROWN, ALTE. AV. Y BLANES, JUAN MANUEL",AVENIDA,"BROWN, ALTE. AV.",Con Cruce,4,-58.36244648,-34.63107887,PEATON-CARGAS,PEATON,CARGAS,Miércoles,PEATON,FEMENINO,92.0,2019-10-23 00:00:00,tarde,2
2019-0090,1,2019,Octubre,24,18.0,"ALBERDI, JUAN BAUTISTA AV. 5455",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Sin Cruce,9,-58.49962423,-34.64868027,PEATON-MOTO,PEATON,MOTO,Jueves,PEATON,MASCULINO,67.0,2019-10-26 00:00:00,noche,2
2019-0091,1,2019,Noviembre,1,20.0,"JUSTO, JUAN B. AV. Y CAMARGO",AVENIDA,"JUSTO, JUAN B. AV.",Con Cruce,15,-58.44551437,-34.59559816,PEATON-PASAJEROS,PEATON,PASAJEROS,Viernes,PEATON,MASCULINO,35.0,2019-11-01 00:00:00,noche,2
2019-0092,1,2019,Noviembre,3,10.0,"BRIN, MINISTRO Y SUAREZ",CALLE,"BRIN, MINISTRO",Con Cruce,4,-58.35608181,-34.63420319,PEATON-PASAJEROS,PEATON,PASAJEROS,Domingo,PEATON,MASCULINO,37.0,2019-11-03 00:00:00,mañana,2
2019-0093,1,2019,Noviembre,13,11.0,"NIZA Y JUSTO, JUAN B. AV.",AVENIDA,NIZA,Con Cruce,11,-58.46483679,-34.60907662,BICICLETA-OTRO,BICICLETA,OTRO,Miércoles,CICLISTA,MASCULINO,16.0,2019-11-13 00:00:00,mañana,2
2019-0094,1,2019,Noviembre,18,14.0,CAMARGO Y SERRANO,CALLE,CAMARGO,Con Cruce,15,-58.44368628,-34.59724326,MOTO-OTRO,MOTO,OTRO,Lunes,PASAJERO_ACOMPAÑANTE,FEMENINO,42.0,2019-11-18 00:00:00,tarde,2
2019-0095,1,2019,Noviembre,20,15.0,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Sin Cruce,1,-58.37864583,-34.62907067,MOTO-CARGAS,MOTO,CARGAS,Miércoles,CONDUCTOR,MASCULINO,42.0,2019-11-20 00:00:00,tarde,2
2019-0096,1,2019,Noviembre,22,19.0,CASEROS AV. Y PIEDRAS,AVENIDA,CASEROS AV.,Con Cruce,1,-58.37560352,-34.62726382,PEATON-PASAJEROS,PEATON,PASAJEROS,Viernes,PEATON,MASCULINO,73.0,2019-11-22 00:00:00,noche,2
2019-0097,1,2019,Noviembre,25,8.0,"AUTOPISTA PERITO MORENO KM 5,6",AUTOPISTA,AUTOPISTA PERITO MORENO,Sin Cruce,9,-58.47721439,-34.64815069,MULTIPLE,MOTO,MULTIPLE,Lunes,PASAJERO_ACOMPAÑANTE,FEMENINO,23.0,2019-11-25 00:00:00,mañana,2
2019-0098,1,2019,Noviembre,25,14.0,GUZMAN 365,AVENIDA,GUZMAN,Sin Cruce,15,-58.45134029,-34.58984288,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,Lunes,PASAJERO_ACOMPAÑANTE,FEMENINO,61.0,2019-11-29 00:00:00,tarde,2
2019-0100,1,2019,Diciembre,5,17.0,de los constituyentes av. 4300,AVENIDA,DE LOS CONSTITUYENTES AV.,Sin Cruce,12,-58.49040794,-34.58368803,MOTO-AUTO,MOTO,AUTO,Jueves,CONDUCTOR,MASCULINO,38.0,2019-12-18 00:00:00,tarde,2
2019-0101,1,2019,Diciembre,17,4.0,"MORENO, PERITO AV. Y TILCARA AV.",AVENIDA,"MORENO, PERITO AV.",Con Cruce,4,-58.42102679,-34.64991178,MOTO-MOTO,MOTO,MOTO,Martes,CONDUCTOR,MASCULINO,25.0,2019-12-17 00:00:00,madrugada,2
2019-0102,1,2019,Diciembre,17,14.0,"IBARROLA Y GORDILLO, TIMOTEO",CALLE,IBARROLA,Con Cruce,9,-58.52219407,-34.64143926,MOTO-AUTO,MOTO,AUTO,Martes,CONDUCTOR,MASCULINO,18.0,2019-12-18 00:00:00,tarde,2
2019-0103,1,2019,Diciembre,18,,"PAZ, GRAL. AV. Y GRIVEO",AVENIDA,"PAZ, GRAL. AV.",Con Cruce,11,-58.52169422,-34.59471640,MOTO-MOTO,MOTO,MOTO,Miércoles,CONDUCTOR,MASCULINO,24.0,2019-12-18 00:00:00,,2
2019-0104,1,2019,Diciembre,21,4.0,RIVADAVIA AV. Y PERGAMINO,AVENIDA,RIVADAVIA AV.,Con Cruce,10,-58.47460416,-34.63206174,MOTO-AUTO,MOTO,AUTO,Sábado,PASAJERO_ACOMPAÑANTE,FEMENINO,23.0,2019-12-22 00:00:00,madrugada,2
2019-0105,1,2019,Mayo,5,11.0,SANTO TOME Y SEGUROLA AV.,AVENIDA,SANTO TOME,Con Cruce,10,-58.50512382,-34.61520391,PEATON-AUTO,PEATON,AUTO,Domingo,PEATON,FEMENINO,82.0,2019-05-08 00:00:00,mañana,1
2020-0001,1,2020,Enero,4,10.0,URIARTE Y LOYOLA,CALLE,URIARTE,Con Cruce,15,-58.43910409,-34.59213355,PEATON-AUTO,PEATON,AUTO,Sábado,PEATON,FEMENINO,87.0,2020-01-04 00:00:00,mañana,1
2020-0002,1,2020,Enero,5,20.0,SARAZA Y VARELA AV.,AVENIDA,SARAZA,Con Cruce,7,-58.45019436,-34.64646409,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Domingo,CONDUCTOR,MASCULINO,36.0,2020-01-07 00:00:00,noche,1
2020-0003,1,2020,Enero,11,6.0,RIVADAVIA AV. Y COMBATE DE LOS POZOS,AVENIDA,RIVADAVIA AV.,Con Cruce,3,-58.39337644,-34.60927582,PEATON-AUTO,PEATON,AUTO,Sábado,PEATON,MASCULINO,44.0,2020-01-11 00:00:00,mañana,1
2020-0004,1,2020,Enero,14,21.0,RODRIGUEZ PEÑA Y RIVADAVIA AV.,AVENIDA,RODRIGUEZ PE?A,Con Cruce,1,-58.39055614,-34.60919284,PEATON-PASAJEROS,PEATON,PASAJEROS,Martes,PEATON,MASCULINO,82.0,2020-01-15 00:00:00,noche,1
2020-0005,1,2020,Enero,14,6.0,24 DE NOVIEMBRE Y SAN JUAN AV.,AVENIDA,24 DE NOVIEMBRE,Con Cruce,3,-58.41036975,-34.62477021,MOTO-PASAJEROS,MOTO,PASAJEROS,Martes,CONDUCTOR,MASCULINO,25.0,2020-02-10 00:00:00,mañana,1
2020-0006,1,2020,Enero,20,12.0,LAFUENTE AV. 2250,AVENIDA,LAFUENTE AV.,Sin Cruce,8,-58.44925765,-34.65412546,MOTO-CARGAS,MOTO,CARGAS,Lunes,CONDUCTOR,MASCULINO,23.0,2020-01-20 00:00:00,tarde,1
2020-0007,1,2020,Enero,27,0.0,CHILE Y LIMA ,CALLE,CHILE,Con Cruce,1,-58.38156850,-34.61648696,PEATON-MOTO,PEATON,MOTO,Lunes,PEATON,MASCULINO,52.0,2020-01-27 00:00:00,madrugada,1
2020-0008,1,2020,Enero,30,7.0,CORDOBA AV. Y JEAN JAURES,AVENIDA,CORDOBA AV.,Con Cruce,2,-58.40662899,-34.59804521,MOTO-CARGAS,MOTO,CARGAS,Jueves,CONDUCTOR,MASCULINO,49.0,2020-01-30 00:00:00,mañana,1
2020-0009,1,2020,Febrero,4,14.0,"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO",CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL",Con Cruce,5,-58.41985649,-34.60600850,PEATON-AUTO,PEATON,AUTO,Martes,PEATON,MASCULINO,48.0,2020-02-05 00:00:00,tarde,1
2020-0010,1,2020,Febrero,8,5.0,9 DE JULIO AV. Y SAN JUAN AV.,AVENIDA,9 DE JULIO AV.,Con Cruce,1,-58.38099833,-34.62214953,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Sábado,CONDUCTOR,MASCULINO,42.0,2020-02-08 00:00:00,madrugada,1
2020-0011,1,2020,Febrero,12,11.0,COLOMBRES 466,CALLE,COLOMBRES,Sin Cruce,5,-58.41803309,-34.61823178,MOTO-CARGAS,MOTO,CARGAS,Miércoles,CONDUCTOR,MASCULINO,31.0,2020-02-12 00:00:00,mañana,1
2020-0012,1,2020,Febrero,18,21.0,MEXICO 2860,CALLE,MEXICO,Sin Cruce,3,-58.40604003,-34.61783553,PEATON-MOTO,PEATON,MOTO,Martes,PEATON,FEMENINO,66.0,2020-02-18 00:00:00,noche,1
2020-0013,1,2020,Febrero,20,12.0,COMBATIENTES DE MALVINAS AV. Y TRIUNVITARO AV.,AVENIDA,COMBATIENTES DE MALVINAS AV.,Con Cruce,15,-58.47549929,-34.57994061,PEATON-MOTO,PEATON,MOTO,Jueves,PEATON,FEMENINO,58.0,2020-03-03 00:00:00,tarde,1
2020-0014,1,2020,Febrero,27,2.0,BERMUDEZ Y NOGOYA,CALLE,BERMUDEZ,Con Cruce,11,-58.51398484,-34.61600366,MOTO-PASAJEROS,MOTO,PASAJEROS,Jueves,CONDUCTOR,MASCULINO,42.0,2020-02-27 00:00:00,madrugada,1
2020-0015,1,2020,Febrero,28,14.0,BRASIL AV. Y PASEO COLON AV.,AVENIDA,BRASIL AV.,Con Cruce,1,-58.36797542,-34.62519403,MOTO-PASAJEROS,MOTO,PASAJEROS,Viernes,CONDUCTOR,MASCULINO,29.0,2020-02-28 00:00:00,tarde,1
2020-0016,1,2020,Febrero,29,13.0,"ALEM,LEANDRO N. AV. 770",AVENIDA,"ALEM, LEANDRO N. AV.",Sin Cruce,1,-58.37133616,-34.59879316,PEATON-PASAJEROS,PEATON,PASAJEROS,Sábado,PEATON,MASCULINO,68.0,2020-03-09 00:00:00,tarde,1
2020-0017,1,2020,Marzo,5,23.0,BELGRANO AV. Y RINCON,AVENIDA,BELGRANO AV.,Con Cruce,3,-58.39613805,-34.61413568,PEATON-AUTO,PEATON,AUTO,Jueves,PEATON,MASCULINO,42.0,2020-03-05 00:00:00,noche,1
2020-0018,1,2020,Marzo,9,14.0,"UDAONDO, GUILLERMO AV. 901",AVENIDA,"UDAONDO, GUILLERMO AV.",Sin Cruce,13,-58.44903073,-34.54200276,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Lunes,CONDUCTOR,MASCULINO,31.0,2020-03-09 00:00:00,tarde,1
2020-0019,1,2020,Marzo,10,21.0,CONSTITUCION Y CASTRO,CALLE,CONSTITUCION,Con Cruce,5,-58.41972364,-34.62846670,PEATON-AUTO,PEATON,AUTO,Martes,PEATON,FEMENINO,80.0,2020-03-10 00:00:00,noche,1
2020-0020,1,2020,Marzo,13,17.0,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,PUEYRREDON AV.,Con Cruce,3,-58.40571596,-34.60557123,PEATON-MOTO,PEATON,MOTO,Viernes,PEATON,FEMENINO,74.0,2020-03-17 00:00:00,tarde,1
2020-0021,1,2020,Marzo,14,16.0,"BRAVO, MARIO 1279",CALLE,"BRAVO, MARIO",Sin Cruce,2,-58.41451590,-34.59488319,PEATON-AUTO,PEATON,AUTO,Sábado,PEATON,FEMENINO,87.0,2020-03-14 00:00:00,tarde,1
2020-0022,1,2020,Abril,7,6.0,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,Con Cruce,9,-58.47297505,-34.66245085,AUTO-CARGAS,AUTO,CARGAS,Martes,PASAJERO_ACOMPAÑANTE,MASCULINO,44.0,2020-04-07 00:00:00,mañana,1
