idSiniestro,NumVictimas,Anio,Mes,Dia,H,LugarHecho,TipoDeCalle,Calle,Cruce,Comuna,PosX,PosY,Participantes,Victima,Acusado,DiaSemana,Rol,Sexo,Edad,FechaFallecimiento,RangoHorario,Semestre
2017-0052,1,2017,Mayo,5,3.0,AV. GRAL. PAZ Y GOLETA JULIA,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,8,-58.49413799,-34.68095739,PEATON-CARGAS,PEATON,CARGAS,Viernes,PEATON,FEMENINO,47.0,2017-05-05 00:00:00,madrugada,1
2017-0053,1,2017,Mayo,5,20.0,VIEYTES Y VILLARINO,CALLE,VIEYTES,Con Cruce,4,-58.37547846,-34.65326075,MOTO-CARGAS,MOTO,CARGAS,Viernes,CONDUCTOR,MASCULINO,28.0,2017-05-05 00:00:00,noche,1
2017-0054,1,2017,Mayo,7,21.0,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,DE LOS CONSTITUYENTES AV.,Con Cruce,15,-58.48680218,-34.58689719,MOTO-AUTO,MOTO,AUTO,Domingo,PASAJERO_ACOMPAÑANTE,FEMENINO,20.0,2017-05-07 00:00:00,noche,1
2017-0055,1,2017,Mayo,9,8.0,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,Sin Cruce,12,-58.49563989,-34.57962262,AUTO-AUTO,AUTO,AUTO,Martes,CONDUCTOR,MASCULINO,32.0,2017-05-09 00:00:00,mañana,1
2017-0058,1,2017,Mayo,9,23.0,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,Con Cruce,1,-58.38403232,-34.59915940,PEATON-MOTO,PEATON,MOTO,Martes,PEATON,MASCULINO,80.0,2017-05-09 00:00:00,noche,1
2017-0059,1,2017,Mayo,11,9.0,BRASIL Y LIMA,CALLE,BRASIL,Con Cruce,1,-58.38223382,-34.62693865,PEATON-PASAJEROS,PEATON,PASAJEROS,Jueves,PEATON,FEMENINO,39.0,2017-05-11 00:00:00,mañana,1
2017-0060,1,2017,Mayo,13,7.0,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,Con Cruce,8,-58.45966521,-34.67323292,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Sábado,PASAJERO_ACOMPAÑANTE,MASCULINO,30.0,2017-05-13 00:00:00,mañana,1
2017-0061,1,2017,Mayo,15,13.0,PARAGUAY Y AV. CALLAO ,AVENIDA,PARAGUAY,Con Cruce,2,-58.39303911,-34.59871111,PEATON-MOTO,PEATON,MOTO,Lunes,PEATON,MASCULINO,47.0,2017-05-16 00:00:00,tarde,1
2017-0062,1,2017,Mayo,15,16.0,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,"JUSTO, JUAN B. AV.",Con Cruce,10,-58.51262106,-34.63395999,MOTO-CARGAS,MOTO,CARGAS,Lunes,CONDUCTOR,MASCULINO,35.0,2017-05-15 00:00:00,tarde,1
2017-0063,1,2017,Mayo,17,10.0,CHILE Y AV. 9 DE JULIO,AVENIDA,CHILE,Con Cruce,1,-58.38118367,-34.61646839,PEATON-PASAJEROS,PEATON,PASAJEROS,Miércoles,PEATON,FEMENINO,79.0,2017-05-17 00:00:00,mañana,1
2017-0064,1,2017,Mayo,20,5.0,MAIPU Y PERON,CALLE,MAIPU,Con Cruce,1,-58.37653284,-34.60582475,CARGAS-AUTO,CARGAS,AUTO,Sábado,PASAJERO_ACOMPAÑANTE,MASCULINO,61.0,2017-05-20 00:00:00,madrugada,1
2017-0065,1,2017,Mayo,22,16.0,AV. SUAREZ Y HERRERA,AVENIDA,SUAREZ AV.,Con Cruce,4,-58.37709334,-34.64035082,BICICLETA-CARGAS,BICICLETA,CARGAS,Lunes,CICLISTA,MASCULINO,21.0,2017-05-22 00:00:00,tarde,1
2017-0066,1,2017,Mayo,22,18.0,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,SAN MARTIN AV.,Con Cruce,15,-58.46002142,-34.60409469,PEATON-PASAJEROS,PEATON,PASAJEROS,Lunes,PEATON,MASCULINO,10.0,2017-05-22 00:00:00,noche,1
2017-0067,1,2017,Mayo,23,2.0,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,DIRECTORIO AV.,Con Cruce,6,-58.43381970,-34.62801894,MOTO-CARGAS,MOTO,CARGAS,Martes,CONDUCTOR,MASCULINO,21.0,2017-05-23 00:00:00,madrugada,1
2017-0068,1,2017,Mayo,27,19.0,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",Sin Cruce,8,-58.43580656,-34.66437532,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Sábado,CONDUCTOR,MASCULINO,32.0,2017-05-27 00:00:00,noche,1
2017-0070,1,2017,Mayo,30,13.0,NUEVA YORK  3696,CALLE,NUEVA YORK,Sin Cruce,11,-58.50791763,-34.59804273,PEATON-AUTO,PEATON,AUTO,Martes,PEATON,MASCULINO,80.0,2017-05-31 00:00:00,tarde,1
2017-0072,1,2017,Junio,3,23.0,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,DE LOS CONSTITUYENTES AV.,Con Cruce,12,-58.49175088,-34.58226957,AUTO-AUTO,AUTO,AUTO,Sábado,CONDUCTOR,MASCULINO,25.0,2017-06-03 00:00:00,noche,1
2017-0073,1,2017,Junio,4,9.0,AV. CORRIENTES Y ECUADOR,AVENIDA,CORRIENTES AV.,Con Cruce,3,-58.40781467,-34.60425669,MOTO-AUTO,MOTO,AUTO,Domingo,CONDUCTOR,MASCULINO,19.0,2017-06-04 00:00:00,mañana,1
2017-0075,1,2017,Junio,12,22.0,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,DE MAYO AV.,Con Cruce,1,-58.38154200,-34.60906385,PEATON-MOTO,PEATON,MOTO,Lunes,PEATON,MASCULINO,55.0,2017-06-12 00:00:00,noche,1
2017-0076,1,2017,Junio,13,14.0,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",Con Cruce,2,-58.38526125,-34.57805810,PEATON-CARGAS,PEATON,CARGAS,Martes,PEATON,FEMENINO,30.0,2017-06-13 00:00:00,tarde,1
2017-0077,1,2017,Junio,17,23.0,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,FRAY JUSTO SANTAMARIA DE ORO,Sin Cruce,14,-58.42934104,-34.58451712,MOTO-CARGAS,MOTO,CARGAS,Sábado,CONDUCTOR,FEMENINO,60.0,2017-06-18 00:00:00,noche,1
2017-0079,1,2017,Junio,19,16.0,MEXICO Y DEAN FUNES,CALLE,MEXICO,Con Cruce,3,-58.40657493,-34.61781124,MOTO-CARGAS,MOTO,CARGAS,Lunes,CONDUCTOR,MASCULINO,33.0,2017-06-19 00:00:00,tarde,1
2017-0080,1,2017,Junio,22,10.0,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Con Cruce,9,-58.49525314,-34.64487785,PEATON-CARGAS,PEATON,CARGAS,Jueves,PEATON,FEMENINO,95.0,2017-06-22 00:00:00,mañana,1
2017-0082,1,2017,Junio,25,22.0,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,ENTRE RIOS AV.,Con Cruce,4,-58.39092851,-34.62932696,PEATON-AUTO,PEATON,AUTO,Domingo,PEATON,MASCULINO,36.0,2017-06-25 00:00:00,noche,1
2017-0083,1,2017,Julio,4,0.0,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",Con Cruce,9,-58.49603546,-34.64564271,MOTO-CARGAS,MOTO,CARGAS,Martes,CONDUCTOR,MASCULINO,37.0,2017-07-04 00:00:00,madrugada,2
2017-0084,1,2017,Julio,5,12.0,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,DEL LIBERTADOR AV.,Con Cruce,2,-58.38502878,-34.58703485,PEATON-PASAJEROS,PEATON,PASAJEROS,Miércoles,PEATON,FEMENINO,73.0,2017-07-05 00:00:00,tarde,2
2017-0085,1,2017,Julio,7,14.0,TACUARI Y AV. MARTIN GARCIA,AVENIDA,TACUARI,Con Cruce,4,-58.37261143,-34.63150425,PEATON-PASAJEROS,PEATON,PASAJEROS,Viernes,PEATON,MASCULINO,84.0,2017-07-07 00:00:00,tarde,2
2017-0086,1,2017,Julio,9,7.0,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,RIVADAVIA AV.,Con Cruce,9,-58.51876802,-34.63905965,PEATON-MOTO,PEATON,MOTO,Domingo,PEATON,FEMENINO,30.0,2017-07-09 00:00:00,mañana,2
2017-0087,1,2017,Julio,10,10.0,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,Sin Cruce,3,-58.41095567,-34.61516101,PEATON-AUTO,PEATON,AUTO,Lunes,PEATON,FEMENINO,73.0,2017-07-10 00:00:00,mañana,2
2017-0088,1,2017,Julio,10,22.0,AV. PASEO COLON Y BRASIL,AVENIDA,PASEO COLON AV.,Con Cruce,1,-58.36797542,-34.62519403,PEATON-PASAJEROS,PEATON,PASAJEROS,Lunes,PEATON,MASCULINO,43.0,2017-07-10 00:00:00,noche,2
2017-0090,1,2017,Julio,15,5.0,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,AVENIDA,CHIVILCOY AV.,Con Cruce,11,-58.51925642,-34.59171721,PEATON-AUTO,PEATON,AUTO,Sábado,PEATON,MASCULINO,22.0,2017-07-15 00:00:00,madrugada,2
2017-0092,1,2017,Julio,24,22.0,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,Con Cruce,1,-58.38268809,-34.62282019,PEATON-AUTO,PEATON,AUTO,Lunes,PEATON,MASCULINO,66.0,2017-07-24 00:00:00,noche,2
2017-0093,1,2017,Julio,25,16.0,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,"LUGONES, LEOPOLDO AV.",Con Cruce,13,-58.43633522,-34.54966288,PEATON-AUTO,PEATON,AUTO,Martes,PEATON,MASCULINO,42.0,2017-07-25 00:00:00,tarde,2
2017-0094,1,2017,Julio,27,8.0,VICTOR HUGO 2639,CALLE,"HUGO, VICTOR",Sin Cruce,10,-58.52640838,-34.61765855,BICICLETA-CARGAS,BICICLETA,CARGAS,Jueves,CICLISTA,FEMENINO,56.0,2017-07-27 00:00:00,mañana,2
2017-0095,1,2017,Agosto,6,8.0,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,CORDOBA AV.,Con Cruce,14,-58.41894306,-34.59778875,MOTO-AUTO,MOTO,AUTO,Domingo,CONDUCTOR,MASCULINO,36.0,2017-08-06 00:00:00,mañana,2
2017-0096,1,2017,Agosto,7,19.0,AV. CABILDO Y NUÑEZ,AVENIDA,CABILDO AV.,Con Cruce,13,-58.46756026,-34.54972741,PEATON-PASAJEROS,PEATON,PASAJEROS,Lunes,PEATON,MASCULINO,87.0,2017-08-07 00:00:00,noche,2
2017-0098,1,2017,Agosto,8,12.0,JOSE BONIFACIO 2114,CALLE,"BONIFACIO, JOSE",Sin Cruce,7,-58.45715752,-34.63132912,PEATON-AUTO,PEATON,AUTO,Martes,PEATON,FEMENINO,61.0,2017-08-08 00:00:00,tarde,2
2017-0099,1,2017,Agosto,17,19.0,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",Sin Cruce,14,-58.42406784,-34.56213916,BICICLETA-AUTO,BICICLETA,AUTO,Jueves,CICLISTA,MASCULINO,28.0,2017-08-17 00:00:00,noche,2
2017-0100,1,2017,Agosto,21,7.0,VENEZUELA 2135,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,Sin Cruce,3,-58.39674470,-34.61512051,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Lunes,PASAJERO_ACOMPAÑANTE,FEMENINO,16.0,2017-08-21 00:00:00,mañana,2
2017-0101,1,2017,Agosto,23,10.0,AV. FCO. LACROZE Y ZAPATA,AVENIDA,"LACROZE, FEDERICO AV.",Con Cruce,13,-58.44537508,-34.57084818,MULTIPLE,PEATON,MULTIPLE,Miércoles,PEATON,FEMENINO,61.0,2017-08-23 00:00:00,mañana,2
2017-0102,1,2017,Agosto,24,1.0,IRIARTE Y ZAVALETA,AVENIDA,"IRIARTE, GRAL. AV.",Con Cruce,4,-58.40056767,-34.65107080,PEATON-CARGAS,PEATON,CARGAS,Jueves,PEATON,MASCULINO,46.0,2017-08-24 00:00:00,madrugada,2
2017-0104,1,2017,Agosto,25,9.0,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,9 DE JULIO AV.,Con Cruce,1,-58.38109568,-34.61853244,PEATON-CARGAS,PEATON,CARGAS,Viernes,PEATON,FEMENINO,18.0,2017-08-25 00:00:00,mañana,2
2017-0106,1,2017,Agosto,31,19.0,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,FRAY JUSTO SANTAMARIA DE ORO,Con Cruce,14,-58.42533612,-34.58035258,PEATON-PASAJEROS,PEATON,PASAJEROS,Jueves,PEATON,FEMENINO,85.0,2017-08-31 00:00:00,noche,2
2017-0107,1,2017,Septiembre,1,11.0,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,DEL LIBERTADOR AV.,Con Cruce,13,-58.46062311,-34.54395182,MOTO-CARGAS,MOTO,CARGAS,Viernes,CONDUCTOR,MASCULINO,41.0,2017-09-01 00:00:00,mañana,2
2017-0108,2,2017,Septiembre,2,4.0,AV. GRAL. PAZ Y MACHAIN,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,Sábado,PASAJERO_ACOMPAÑANTE,MASCULINO,17.0,2017-09-02 00:00:00,madrugada,2
2017-0108,2,2017,Septiembre,2,4.0,AV. GRAL. PAZ Y MACHAIN,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,Sábado,PASAJERO_ACOMPAÑANTE,MASCULINO,10.0,2017-09-02 00:00:00,madrugada,2
2017-0109,1,2017,Septiembre,4,21.0,AV. DIRECTORIO Y PORTELA,AVENIDA,DIRECTORIO AV.,Con Cruce,7,-58.47130269,-34.63665402,MOTO-AUTO,MOTO,AUTO,Lunes,CONDUCTOR,MASCULINO,21.0,2017-09-05 00:00:00,noche,2
2017-0110,1,2017,Septiembre,6,14.0,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,LAVALLE,Con Cruce,1,-58.37048800,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,Miércoles,PEATON,MASCULINO,56.0,2017-09-07 00:00:00,tarde,2
2017-0111,1,2017,Septiembre,7,18.0,USPALLATA Y PIROVANO,CALLE,USPALLATA,Con Cruce,4,-58.42023854,-34.64234110,PEATON-CARGAS,PEATON,CARGAS,Jueves,PEATON,FEMENINO,79.0,2017-09-07 00:00:00,noche,2
2017-0112,2,2017,Septiembre,10,9.0,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,Sin Cruce,7,-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Domingo,PASAJERO_ACOMPAÑANTE,MASCULINO,1.0,SD,mañana,2
2017-0112,2,2017,Septiembre,10,9.0,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,Sin Cruce,7,-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Domingo,PASAJERO_ACOMPAÑANTE,MASCULINO,42.0,2017-09-13 00:00:00,mañana,2
2017-0113,1,2017,Septiembre,11,6.0,AV. SANTA FE Y MAIPU,AVENIDA,SANTA FE AV.,Con Cruce,1,-58.37697717,-34.59573848,PEATON-PASAJEROS,PEATON,PASAJEROS,Lunes,PEATON,FEMENINO,76.0,2017-09-11 00:00:00,mañana,2
2017-0114,1,2017,Septiembre,15,2.0,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,ALVEAR AV.,Con Cruce,2,-58.39100580,-34.58498660,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Viernes,CONDUCTOR,MASCULINO,26.0,2017-09-15 00:00:00,madrugada,2
2017-0115,1,2017,Septiembre,19,18.0,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,PAVON AV.,Con Cruce,5,-58.42182126,-34.63089661,MOTO-BICICLETA,MOTO,BICICLETA,Martes,CONDUCTOR,MASCULINO,34.0,SD,noche,2
2017-0116,1,2017,Septiembre,20,22.0,COLECTORA AV. GRAL. PAZ 5750,AVENIDA,"PAZ, GRAL. AV.",Sin Cruce,12,-58.51389422,-34.58075791,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Miércoles,CONDUCTOR,MASCULINO,22.0,2017-09-20 00:00:00,noche,2
2017-0118,1,2017,Septiembre,22,7.0,VIEYTES Y CRUZ,AVENIDA,VIEYTES,Con Cruce,4,-58.37585415,-34.65232158,MOTO-AUTO,MOTO,AUTO,Viernes,PASAJERO_ACOMPAÑANTE,FEMENINO,26.0,2017-09-29 00:00:00,mañana,2
2017-0120,1,2017,Octubre,2,15.0,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,Con Cruce,9,-58.47297505,-34.66245085,MOTO-CARGAS,MOTO,CARGAS,Lunes,CONDUCTOR,MASCULINO,20.0,2017-10-02 00:00:00,tarde,2
2017-0123,1,2017,Octubre,10,1.0,ALBARIÑO Y AV. ARGENTINA,AVENIDA,ALBARI?O,Con Cruce,8,-58.46855503,-34.67216349,PEATON-AUTO,PEATON,AUTO,Martes,PEATON,FEMENINO,36.0,2017-10-10 00:00:00,madrugada,2
2017-0124,1,2017,Octubre,12,14.0,JUAN RAMIREZ DE VELAZCO 1211,CALLE,"RAMIREZ DE VELASCO, JUAN",Sin Cruce,15,-58.44254033,-34.59185043,MOTO-PASAJEROS,MOTO,PASAJEROS,Jueves,CONDUCTOR,MASCULINO,51.0,2017-10-12 00:00:00,tarde,2
2017-0125,1,2017,Octubre,13,6.0,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Con Cruce,8,-58.46622247,-34.67926929,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Viernes,CONDUCTOR,MASCULINO,29.0,2017-10-13 00:00:00,mañana,2
2017-0126,2,2017,Octubre,14,6.0,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,Con Cruce,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Sábado,PASAJERO_ACOMPAÑANTE,MASCULINO,39.0,SD,mañana,2
2017-0126,2,2017,Octubre,14,6.0,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,Con Cruce,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Sábado,CONDUCTOR,MASCULINO,36.0,2017-10-14 00:00:00,mañana,2
2017-0127,1,2017,Octubre,16,7.0,GALLO Y AV. CORDOBA,AVENIDA,GALLO,Con Cruce,2,-58.41192137,-34.59800248,MOTO-MOTO,MOTO,MOTO,Lunes,PASAJERO_ACOMPAÑANTE,MASCULINO,24.0,2017-10-16 00:00:00,mañana,2
2017-0128,1,2017,Octubre,17,12.0,DR. JUAN F. ARANGUREN 611,CALLE,"ARANGUREN, JUAN F., DR.",Sin Cruce,6,-58.44034689,-34.61349731,PEATON-PASAJEROS,PEATON,PASAJEROS,Martes,PEATON,FEMENINO,60.0,2017-10-17 00:00:00,tarde,2
2017-0129,1,2017,Octubre,26,19.0,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,AUTOPISTA PERITO MORENO,Con Cruce,9,-58.47155277,-34.64925746,MOTO-PASAJEROS,MOTO,PASAJEROS,Jueves,CONDUCTOR,MASCULINO,57.0,2017-10-26 00:00:00,noche,2
2017-0130,1,2017,Octubre,27,5.0,CHORROARIN Y AV. SAN MARTIN,AVENIDA,CHORROARIN,Con Cruce,15,-58.47883099,-34.59967065,AUTO-CARGAS,AUTO,CARGAS,Viernes,CONDUCTOR,MASCULINO,23.0,2017-10-27 00:00:00,madrugada,2
2017-0132,1,2017,Octubre,30,14.0,COSQUIN Y AV. CNEL. ROCA,AVENIDA,COSQUIN,Con Cruce,8,-58.46552171,-34.69374130,MOTO-PASAJEROS,MOTO,PASAJEROS,Lunes,CONDUCTOR,MASCULINO,23.0,2017-10-30 00:00:00,tarde,2
2017-0134,1,2017,Noviembre,6,18.0,AV. CNEL. ROCA 3555,AVENIDA,"ROCA, CNEL. AV.",Sin Cruce,8,-58.44239720,-34.66777987,PEATON-PASAJEROS,PEATON,PASAJEROS,Lunes,PEATON,FEMENINO,47.0,2017-11-06 00:00:00,noche,2
2017-0135,1,2017,Noviembre,7,12.0,AV. WARNES Y PUNTA ARENAS,AVENIDA,WARNES AV.,Con Cruce,15,-58.47032551,-34.59626814,MOTO-CARGAS,MOTO,CARGAS,Martes,CONDUCTOR,MASCULINO,24.0,2017-11-07 00:00:00,tarde,2
2017-0136,1,2017,Noviembre,16,8.0,DEL BARCO CENTENERA Y RABANAL,AVENIDA,BARCO CENTENERA DEL,Con Cruce,4,-58.41827843,-34.65522746,PEATON-PASAJEROS,PEATON,PASAJEROS,Jueves,PEATON,MASCULINO,55.0,2017-11-16 00:00:00,mañana,2
2017-0137,1,2017,Noviembre,17,11.0,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,MOSCONI GENERAL AV.,Con Cruce,11,-58.51280715,-34.59279388,PEATON-CARGAS,PEATON,CARGAS,Viernes,PEATON,FEMENINO,60.0,2017-11-17 00:00:00,mañana,2
2017-0138,1,2017,Noviembre,19,10.0,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,LAFUENTE AV.,Con Cruce,7,-58.46258582,-34.64385704,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,Domingo,PASAJERO_ACOMPAÑANTE,MASCULINO,25.0,2017-11-19 00:00:00,mañana,2
2017-0139,1,2017,Noviembre,19,22.0,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,"ROCA, CNEL. AV.",Con Cruce,8,-58.45064148,-34.68003614,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Domingo,PASAJERO_ACOMPAÑANTE,FEMENINO,15.0,2017-11-19 00:00:00,noche,2
2017-0140,1,2017,Noviembre,19,23.0,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,Sin Cruce,4,.,.,MOTO-PASAJEROS,MOTO,PASAJEROS,Domingo,CONDUCTOR,MASCULINO,24.0,2017-11-19 00:00:00,noche,2
2017-0141,1,2017,Noviembre,23,19.0,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,LA PLATA AV.,Con Cruce,6,-58.42717783,-34.62513374,PEATON-PASAJEROS,PEATON,PASAJEROS,Jueves,PEATON,FEMENINO,22.0,2017-11-23 00:00:00,noche,2
2017-0143,1,2017,Noviembre,25,21.0,TRELLES Y GRAL. CESAR DIAZ,CALLE,"TRELLES, MANUEL R.",Con Cruce,11,-58.46442001,-34.60724519,AUTO-PASAJEROS,AUTO,PASAJEROS,Sábado,CONDUCTOR,MASCULINO,50.0,2017-11-25 00:00:00,noche,2
2017-0144,1,2017,Noviembre,26,6.0,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,AVENIDA,"ROCA, CNEL. AV.",Con Cruce,8,-58.47064556,-34.69843756,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Domingo,PASAJERO_ACOMPAÑANTE,FEMENINO,50.0,2017-11-26 00:00:00,mañana,2
2017-0145,1,2017,Noviembre,26,17.0,MAZA Y DON BOSCO,CALLE,MAZA,Con Cruce,5,-58.41677733,-34.61223119,MOTO-AUTO,MOTO,AUTO,Domingo,CONDUCTOR,MASCULINO,58.0,2017-11-26 00:00:00,tarde,2
2017-0147,1,2017,Noviembre,28,11.0,AV. GRAL. PAZ Y AV. EVA PERON,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,9,-58.50251790,-34.67450313,MOTO-AUTO,MOTO,AUTO,Martes,CONDUCTOR,MASCULINO,49.0,2017-11-28 00:00:00,mañana,2
2017-0148,1,2017,Noviembre,29,10.0,AV. SAN JUAN Y LA RIOJA,AVENIDA,SAN JUAN AV.,Con Cruce,3,-58.40708125,-34.62438894,PEATON-PASAJEROS,PEATON,PASAJEROS,Miércoles,PEATON,FEMENINO,82.0,2017-11-29 00:00:00,mañana,2
2017-0149,1,2017,Noviembre,30,12.0,AV. PASEO COLON Y MEXICO,AVENIDA,PASEO COLON AV.,Con Cruce,1,-58.36947198,-34.61477051,PEATON-PASAJEROS,PEATON,PASAJEROS,Jueves,PEATON,MASCULINO,13.0,2017-11-30 00:00:00,tarde,2
2017-0150,1,2017,Diciembre,4,1.0,AV. RIVADAVIA Y MIRALLA,AVENIDA,RIVADAVIA AV.,Con Cruce,9,-58.51140889,-34.63934531,PEATON-AUTO,PEATON,AUTO,Lunes,PEATON,MASCULINO,56.0,2017-12-04 00:00:00,madrugada,2
2017-0151,1,2017,Diciembre,4,2.0,VIEYTES Y LUJAN,CALLE,VIEYTES,Con Cruce,4,-58.37460912,-34.65559133,PEATON-PASAJEROS,PEATON,PASAJEROS,Lunes,PEATON,MASCULINO,42.0,2017-12-04 00:00:00,madrugada,2
2017-0152,1,2017,Diciembre,6,17.0,CACHI Y TRAFUL,CALLE,CACHI,Con Cruce,4,-58.41146277,-34.65073916,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,Miércoles,CICLISTA,MASCULINO,19.0,2017-12-06 00:00:00,tarde,2
2017-0153,2,2017,Diciembre,11,2.0,ROSARIO Y AV. LA PLATA,AVENIDA,ROSARIO,Con Cruce,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,Lunes,PASAJERO_ACOMPAÑANTE,MASCULINO,42.0,2017-12-12 00:00:00,madrugada,2
2017-0153,2,2017,Diciembre,11,2.0,ROSARIO Y AV. LA PLATA,AVENIDA,ROSARIO,Con Cruce,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,Lunes,CONDUCTOR,MASCULINO,30.0,2017-12-12 00:00:00,madrugada,2
2017-0154,1,2017,Diciembre,11,9.0,AV. ENTRE RIOS Y AV. CASEROS ,AVENIDA,ENTRE RIOS AV.,Con Cruce,4,-58.39035581,-34.63412287,PEATON-PASAJEROS,PEATON,PASAJEROS,Lunes,PEATON,MASCULINO,76.0,2017-12-11 00:00:00,mañana,2
2017-0157,1,2017,Diciembre,17,9.0,AV. GRAL. PAZ Y HUMAITA,AVENIDA,"PAZ, GRAL. AV.",Con Cruce,9,-58.52866211,-34.64597065,AUTO-PASAJEROS,AUTO,PASAJEROS,Domingo,CONDUCTOR,MASCULINO,53.0,2017-12-17 00:00:00,mañana,2
2017-0158,1,2017,Diciembre,18,21.0,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,AVENIDA,GUALEGUAYCHU,Con Cruce,11,-58.52037476,-34.59407024,MOTO-AUTO,MOTO,AUTO,Lunes,CONDUCTOR,MASCULINO,32.0,2017-12-18 00:00:00,noche,2
